id,sentence,file_name,location,label,negative,positive,neutral
484,"And when we do go to war, let us always be honest with the American people about why we are there and how we will win.",doc3.txt,125,pos,0.17177226672461343,0.8282277332753866,0.31583457855628444
485,"And let it be said that we are the party of open, honest government that doesn't peddle the agenda of whichever lobbyist or special interest can write the biggest check.",doc3.txt,126,pos,0.4894203287659117,0.5105796712340883,0.12332753246133095
486,"The party who believes that in this democracy, influence and access should begin and end with the power of the ballot.",doc3.txt,127,neutral,0.3339387529492377,0.6660612470507623,0.8807428276671594
487,"If we do all this, if we can be trusted to lead, this will not be a Democratic Agenda, it will be an American agenda.",doc3.txt,128,neg,0.5243315702797093,0.4756684297202907,0.40997402347508444
488,"Because in the end, we may be proud Democrats, but we are prouder Americans.",doc3.txt,129,pos,0.41170047459843384,0.5882995254015662,0.06159009935832741
489,"We're tired of being divided, tired of running into ideological walls and partisan roadblocks, tired of appeals to our worst instincts and greatest fears.",doc3.txt,130,neg,0.7601663828306644,0.23983361716933554,0.2824775493991213
490,Americans everywhere are desperate for leadership.,doc3.txt,131,neg,0.6269418935427227,0.3730581064572773,0.41517062700322493
491,They are longing for direction.,doc3.txt,132,neutral,0.3962556930000196,0.6037443069999804,0.8090927989672734
492,And they want to believe again.,doc3.txt,133,neutral,0.5828187276618053,0.41718127233819463,0.9340811514762849
493,"A while ago, I was reading through Jonathan Kozol's new book, Shame of a Nation, which tells of his travels to underprivileged schools across America.",doc3.txt,134,neutral,0.3178311335662545,0.6821688664337455,0.7887582828491094
494,"At one point, Kozol tells about his trip to Fremont High School in Los Angeles, where he met a girl who tells him that she'd taken hairdressing twice, because there were actually two different levels offered by the high school.",doc3.txt,135,neutral,0.5740957869568932,0.42590421304310677,0.8133319512013834
495,The first was in hairstyling; the other in braiding.,doc3.txt,136,neutral,0.5118338382303577,0.48816616176964234,0.5374987924070046
496,"Another girl, Mireya, listened as her friend told this story.",doc3.txt,137,neutral,0.40873105029041545,0.5912689497095845,0.9780112763053559
497,And she began to cry.,doc3.txt,138,neutral,0.6299187568062286,0.3700812431937714,0.9301702541174635
498,"When asked what was wrong, she said, ""I don't want to take hairdressing.",doc3.txt,139,neg,0.8273023728066834,0.17269762719331658,0.2631015280630509
499,I did not need sewing either.,doc3.txt,140,neg,0.7007894529144556,0.2992105470855444,0.35894961765983013
500,I knew how to sew.,doc3.txt,141,neg,0.5746415571218637,0.42535844287813623,0.385203541663822
501,My mother is a seamstress in a factory.,doc3.txt,142,neutral,0.5103017236327657,0.4896982763672343,0.8169838447127323
502,I'm trying to go to college.,doc3.txt,143,neutral,0.7394172331861795,0.2605827668138205,0.5174848813241534
503,I don't need to sew to go to college.,doc3.txt,144,neg,0.747134355174566,0.2528656448254341,0.3422867169059119
504,My mother sews.,doc3.txt,145,neutral,0.5544845806801175,0.44551541931988253,0.6041049004508015
505,"I hoped for something else.""",doc3.txt,146,neg,0.6252068437599116,0.37479315624008835,0.3408486216520578
506,I hoped for something else.,doc3.txt,147,neg,0.6252068437599116,0.37479315624008835,0.3408486216520578
507,I've often thought about Mireya and her simple dream and all those before her who've shared that dream too.,doc3.txt,148,pos,0.2983189316459055,0.7016810683540945,0.3218061056105143
508,"And I've wondered - if she is lucky enough to live as long as 105-year-old Marguerite Lewis, if she someday has the chance to look back across the twenty-first century, what will she see?",doc3.txt,149,neutral,0.30360968486148476,0.6963903151385152,0.6420630245203216
509,"Will she see a country that is freer and kinder, more tolerant and more just than the one she grew up in?",doc3.txt,150,pos,0.40709269538810633,0.5929073046118937,0.35040376908579446
510,Will she see greater opportunities for every citizen of this country?,doc3.txt,151,pos,0.35822793803985564,0.6417720619601444,0.27594951777467164
511,Will all her childhood hopes be fulfilled?,doc3.txt,152,neutral,0.4024466541291458,0.5975533458708542,0.910568307080364
512,"We are here tonight because we believe that in this country, we have it within our power to say ""yes"" to those questions - to forge our own destiny - to begin the world anew.",doc3.txt,153,pos,0.1884537808915192,0.8115462191084808,0.4791609347777035
513,"Ladies and gentlemen, this is our time.",doc3.txt,154,pos,0.4703249319478716,0.5296750680521284,0.42320250393484593
514,Our time to make a mark on history.,doc3.txt,155,neutral,0.47680234392385257,0.5231976560761474,0.8034799614178234
515,Our time to write a new chapter in the American story.,doc3.txt,156,neutral,0.45392533514350486,0.5460746648564951,0.8664633259848417
516,"Our time to leave our children a country that is freer and kinder, more prosperous and more just than the place we grew up.",doc3.txt,157,pos,0.41293798382842817,0.5870620161715718,0.428313590634468
517,"And then someday, someday, if our kids get the chance to stand where we are and look back at the beginning of the 21st century, they can say that this was the time when America renewed its purpose.",doc3.txt,158,neutral,0.290102820730228,0.709897179269772,0.9787216960785616
518,They can say that this was the time when America found its way.,doc3.txt,159,neutral,0.5999929095657905,0.4000070904342095,0.5820584452862437
519,They can say that this was the time when America learned to dream again.,doc3.txt,160,neutral,0.5517249699876283,0.4482750300123716,0.9383131035798811
520,The first time I came to Kenya was in 1987.,doc4.txt,0,neg,0.6732273426423403,0.3267726573576597,0.3969554996405395
521,"I had just finished three years of work as a community organizer in low-income neighborhoods of Chicago, and was about to enroll in law school.",doc4.txt,1,neutral,0.5134017143984781,0.4865982856015218,0.9172684341962141
522,"My sister, Auma, was teaching that year at this university, and so I came to stay with her for a month.",doc4.txt,2,neutral,0.5439163986398327,0.45608360136016735,0.9814599776008697
523,My experience then was very different than it has been on this trip.,doc4.txt,3,pos,0.4857082243650026,0.5142917756349974,0.2537269186556202
524,"Instead of a motorcade, we traveled in my sister's old VW Beetle, which even then was already ten years old.",doc4.txt,4,neutral,0.712575352614776,0.287424647385224,0.8441025765093029
525,"When it broke down in front of Uhuru Park, we had to push until some joakalis came to fix it by the side of the road.",doc4.txt,5,neutral,0.779690773756658,0.22030922624334204,0.8075878505373799
526,"I slept on the couch of my sister's apartment, not a fancy hotel, and often took my meals at a small tea-house in downtown Nairobi.",doc4.txt,6,neutral,0.32633723580933227,0.6736627641906677,0.6222523426222103
527,"When we went upcountry, we traveled by train and matatu, with chickens and collard greens and sometimes babies placed in my lap.",doc4.txt,7,pos,0.32163052650177715,0.6783694734982229,0.49618112977820744
528,But it was a magical trip.,doc4.txt,8,pos,0.4182718576865505,0.5817281423134495,0.08771191109819204
529,"To begin with, I discovered the warmth and sense of community that the people of Kenya possess - their sense of hopefulness even in the face of great difficulty.",doc4.txt,9,pos,0.10458685171364324,0.8954131482863568,0.21641184109818792
530,"I discovered the beauty of the land, a beauty that haunts you long after you've left.",doc4.txt,10,pos,0.2631047843552128,0.7368952156447872,0.29489001249977576
531,"And most importantly for me, I discovered the story of my father's life, and the story of his father before him.",doc4.txt,11,neutral,0.23230752930517173,0.7676924706948283,0.802711869561008
532,"I learned that my grandfather had been a cook for the British and, although he was a respected elder in his village, he was called ""boy"" by his employers for most of his life.",doc4.txt,12,neutral,0.5262873154680479,0.47371268453195214,0.8871017707244193
533,"I learned about the brutal repression of Operation Anvil, the days of rape and torture in the ""Pipeline"" camps, the lives that so many gave, and how my grandfather had been arrested briefly during this period, despite being at the periphery of Kenya's liberation struggles.",doc4.txt,13,neutral,0.5140236978931642,0.48597630210683584,0.5695897899445876
534,"I learned how my father had grown up in a tiny village called Alego, near Siaya, during this period of tumult.",doc4.txt,14,neutral,0.3051431659963766,0.6948568340036234,0.6472562803690131
535,I began to understand and appreciate the distance he had traveled - from being a boy herding goats to a student at the University of Hawaii and Harvard University to the respected economist that he was upon his return to Kenya.,doc4.txt,15,neutral,0.3319533730331098,0.6680466269668902,0.9603853349911505
536,"In many ways, he embodied the new Africa of the early Sixties, a man who had obtained the knowledge of the Western world, and sought to bring it back home, where he hoped he could help create a new nation.",doc4.txt,16,neutral,0.33907872749019663,0.6609212725098034,0.9045531334074618
537,"And yet, I discovered that for all his education, my father's life ended up being filled with disappointments.",doc4.txt,17,pos,0.22895162594099916,0.7710483740590008,0.4802835216432008
538,"His ideas about how Kenya should progress often put him at odds with the politics of tribe and patronage, and because he spoke his mind, sometimes to a fault, he ended up being fired from his job and prevented from finding work in the country for many, many years.",doc4.txt,18,neutral,0.3393784665248697,0.6606215334751303,0.8325810062013009
539,"And on a more personal level, because he never fully reconciled the traditions of his village with more modern conceptions of family - because he related to women as his father had, expecting them to obey him no matter what he did - his family life was unstable, and his children never knew him well.",doc4.txt,19,neutral,0.20640520934454276,0.7935947906554572,0.865852747223839
540,"In many ways, then, my family's life reflects some of the contradictions of Kenya, and indeed, the African continent as a whole.",doc4.txt,20,neutral,0.17615823332908886,0.8238417666709111,0.7687071068408008
541,"The history of Africa is a history of ancient kingdoms and great traditions; the story of people fighting to be free from colonial rule; the heroism of not only of great men like Nkrumah and Kenyatta and Mandela, but also ordinary people who endured great hardship, from Ghana to South Africa, to secure self-determination in the face of great odds.",doc4.txt,21,neutral,0.12199692999085066,0.8780030700091493,0.6501161335553752
542,"But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict.",doc4.txt,22,neutral,0.6318383119980078,0.3681616880019922,0.8404270371575852
543,One statistic powerfully describes this unfulfilled promise.,doc4.txt,23,pos,0.451969353187058,0.548030646812942,0.4230632510650731
544,"In early 1960's, as Kenya was gaining its independence, its gross national product was not very different from that of South Korea.",doc4.txt,24,neutral,0.5206214270024341,0.4793785729975659,0.7552363627020643
545,"Today, South Korea's economy is forty times larger than Kenya's.",doc4.txt,25,pos,0.42295679662451424,0.5770432033754858,0.336017810342721
546,How can we explain this fact?,doc4.txt,26,neutral,0.6466722184174128,0.35332778158258715,0.5902072826837196
547,"Certainly it is not due to lack of effort on the part of ordinary Kenyans - we know how hard Kenyans are willing to work, the tremendous sacrifices that Kenyan mothers make for their children, the Herculean efforts that Kenyan fathers make for their families.",doc4.txt,27,pos,0.4478077964165972,0.5521922035834028,0.16860161899874468
548,"We know as well the talent, the intelligence, and the creativity that exists in this country.",doc4.txt,28,pos,0.3358199578374592,0.6641800421625408,0.38356065102606846
549,And we know how much this land is blessed - just as the entire African continent is blessed - with great gifts and riches.,doc4.txt,29,pos,0.2605360371175258,0.7394639628824742,0.2905952104847909
550,So what explains this?,doc4.txt,30,neg,0.5760331905035545,0.4239668094964455,0.469602240322683
551,I believe there a number of factors at work.,doc4.txt,31,pos,0.35371811811253706,0.6462818818874629,0.37199748839387436
552,"Kenya, like many African nations did not come of age under the best historical circumstances.",doc4.txt,32,pos,0.3614699893058979,0.6385300106941021,0.3674475914732143
553,"It suffers from the legacy of colonialism, of national boundaries that were drawn without regard to the political and tribal alignments of indigenous peoples, and that therefore fed conflict and tribal strife.",doc4.txt,33,pos,0.3934156067221153,0.6065843932778847,0.33703787825586823
554,"Kenya was also forced to rapidly move from a highly agrarian to a more urban, industrialized nation.",doc4.txt,34,neutral,0.285886709276974,0.714113290723026,0.7040661436342592
555,"This means that the education and health care systems - issues that my own nation more than 200 years old still struggles with - lag behind, impacting its development.",doc4.txt,35,pos,0.321661059701854,0.678338940298146,0.4873842066619966
556,"Third, Kenya is hurt from factors unique to Africa's geography and place in the world -- disease, distance from viable markets and especially terms of trade.",doc4.txt,36,neutral,0.27820459407881204,0.721795405921188,0.6793037666593974
557,"When African nations were just gaining independence, industrialized nations had decades of experience building their domestic economies and navigating the international financial system.",doc4.txt,37,neutral,0.40304746050963813,0.5969525394903619,0.9838899523920835
558,"And, as Frederick Douglass once stated: ""Power concedes nothing without a demand.",doc4.txt,38,neutral,0.47570564261863546,0.5242943573813645,0.5638926572578581
559,"It never did, and it never will.""",doc4.txt,39,neg,0.577110316304912,0.42288968369508795,0.4241700714413916
560,"As a result, many African nations have been asked to liberalize their markets without reciprocal concessions from mature economies.",doc4.txt,40,neutral,0.47135226911643846,0.5286477308835615,0.8507745710078908
561,This lack of access for Africa's agriculture and commodities has restricted an important engine of economic growth.,doc4.txt,41,pos,0.46880011856365544,0.5311998814363446,0.22745692605111914
562,"Other issues, such as resource extraction and the drain of human capital have also been major factors.",doc4.txt,42,neutral,0.4244969980507679,0.5755030019492321,0.748239882957272
563,"As a Senator from the United States, I believe that my country, and other nations, have an obligation and self-interest in being full partners with Kenya and with Africa.",doc4.txt,43,neutral,0.39133541559508556,0.6086645844049144,0.6983192295089927
564,"And, I will do my part to shape an intelligent foreign policy that promotes peace and prosperity.",doc4.txt,44,pos,0.16525753971465984,0.8347424602853402,0.16945865090626566
565,A foreign policy that gives hope and opportunity to the people of this great continent.,doc4.txt,45,neutral,0.2481843263772021,0.7518156736227979,0.6164149501376386
566,"But, Kenya must do its part.",doc4.txt,46,pos,0.49392205032200687,0.5060779496779931,0.41583724379003134
567,It cannot wait for other nations to act first.,doc4.txt,47,neutral,0.4817135240201478,0.5182864759798522,0.5922214036783765
568,"The hard truth is that nations, by and large, will act in their self-interest and if Kenya does not act, it will fall behind.",doc4.txt,48,pos,0.44462083041184686,0.5553791695881531,0.2827776988660483
569,It's more than just history and outside influences that explain why Kenya lags behind.,doc4.txt,49,pos,0.4628656759288017,0.5371343240711983,0.2427475611001854
570,"Like many nations across this continent, where Kenya is failing is in its ability to create a government that is transparent and accountable.",doc4.txt,50,pos,0.43760987085576597,0.562390129144234,0.3346370779460399
571,One that serves its people and is free from corruption.,doc4.txt,51,pos,0.3532431160311693,0.6467568839688307,0.2239109536874865
572,There is no doubt that what Kenyans have accomplished with this independence is both impressive and inspiring.,doc4.txt,52,pos,0.23078987426011988,0.7692101257398801,0.09067945188774125
573,"Among African nations, Kenya remains a model for representative democracy - a place where many different ethnic factions have found a way to live and work together in peace and stability.",doc4.txt,53,neutral,0.16726966220735184,0.8327303377926482,0.8564074113238705
574,"You enjoy a robust civil society; a press that's free, fair, and honest; and a strong partnership with my own country that has resulted in critical cooperation on terrorist issues, real strides in fighting disease and poverty, and an important alliance on fostering regional stability.",doc4.txt,54,pos,0.20413925476544836,0.7958607452345516,0.21026749584892834
575,"And yet, the reason I speak of the freedom that you fought so hard to win is because today that freedom is in jeopardy.",doc4.txt,55,pos,0.49199130499189125,0.5080086950081087,0.1973038722896124
576,It is being threatened by corruption.,doc4.txt,56,neutral,0.4851609840164063,0.5148390159835937,0.8434656857389792
577,Corruption is not a new problem.,doc4.txt,57,neutral,0.6129706007139275,0.38702939928607255,0.6906395447945001
578,"It's not just a Kenyan problem, or an African problem.",doc4.txt,58,neg,0.6373804906448823,0.36261950935511766,0.36555322935848994
579,"It's a human problem, and it has existed in some form in almost every society.",doc4.txt,59,pos,0.24847571936558066,0.7515242806344193,0.30781008929700443
580,"My own city of Chicago has been the home of some of the most corrupt local politics in American history, from patronage machines to questionable elections.",doc4.txt,60,neutral,0.3542000682835641,0.6457999317164359,0.7842971325100221
581,"In just the last year, our own U.S. Congress has seen a representative resign after taking bribes, and several others fall under investigation for using their public office for private gain.",doc4.txt,61,neutral,0.3252550859172443,0.6747449140827557,0.8988136873456716
582,"But while corruption is a problem we all share, here in Kenya it is a crisis - a crisis that's robbing an honest people of the opportunities they have fought for - the opportunity they deserve.",doc4.txt,62,neutral,0.19509857013267884,0.8049014298673212,0.6091808670834084
583,"I know that while recent reports have pointed to strong economic growth in this country, 56% of Kenyans still live in poverty.",doc4.txt,63,pos,0.2813181642650935,0.7186818357349065,0.27681826913382673
584,And I know that the vast majority of people in this country desperately want to change this.,doc4.txt,64,neg,0.5331429018629377,0.4668570981370623,0.024042034545257093
585,"It is painfully obvious that corruption stifles development - it siphons off scarce resources that could improve infrastructure, bolster education systems, and strengthen public health.",doc4.txt,65,neutral,0.6280857104955191,0.3719142895044809,0.5023442418788696
586,It stacks the deck so high against entrepreneurs that they cannot get their job-creating ideas off the ground.,doc4.txt,66,neutral,0.5088664298866754,0.4911335701133246,0.8064680321560936
587,"In fact, one recent survey showed that corruption in Kenya costs local firms 6% of their revenues, the difference between good-paying jobs in Kenya or somewhere else.",doc4.txt,67,neutral,0.4244238517180182,0.5755761482819818,0.712225546854811
588,"And corruption also erodes the state from the inside out, sickening the justice system until there is no justice to be found, poisoning the police forces until their presence becomes a source of insecurity rather than comfort.",doc4.txt,68,neutral,0.674724448514642,0.3252755514853581,0.6659972483960169
589,Corruption has a way of magnifying the very worst twists of fate.,doc4.txt,69,neg,0.5111224196331038,0.4888775803668962,0.38008497290610227
590,It makes it impossible to respond effectively to crises -- whether it's the HIV/AIDS pandemic or malaria or crippling drought.,doc4.txt,70,neg,0.6355633753626431,0.364436624637357,0.008496976674609828
591,What's worse - corruption can also provide opportunities for those who would harness the fear and hatred of others to their agenda and ambitions.,doc4.txt,71,pos,0.46625057258630676,0.5337494274136932,0.38252759004857984
592,"It can shield a war criminal - even one like Felicien Kabuga, suspected of helping to finance and orchestrate the Rwandan genocide - by allowing him to purchase safe haven for a time and robbing all humanity of the opportunity to bring the criminal to justice.",doc4.txt,72,neutral,0.2906527528111593,0.7093472471888407,0.7812849825323044
593,"Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.",doc4.txt,73,neutral,0.3023781838755164,0.6976218161244836,0.7938577218366231
594,"Some of the worst actors on the international stage can also take advantage of the collective exhaustion and outrage that people feel with official corruption, as we've seen with Islamic extremists who promise purification, but deliver totalitarianism.",doc4.txt,74,neg,0.6765196590744735,0.3234803409255265,0.217226161610508
595,"Endemic corruption opens the door to this kind of movement, and in its wake comes a new set of distortions and betrayals of public trust.",doc4.txt,75,neutral,0.48400748972699115,0.5159925102730089,0.6248172567872761
596,"In the end, if the people cannot trust their government to do the job for which it exists - to protect them and to promote their common welfare - all else is lost.",doc4.txt,76,neutral,0.47462504231946023,0.5253749576805398,0.8243722824213551
597,And this is why the struggle against corruption is one of the great struggles of our time.,doc4.txt,77,pos,0.19443024642128648,0.8055697535787135,0.4856204657270196
598,The good news is that there are already signs of progress here.,doc4.txt,78,neg,0.5656970839996471,0.4343029160003529,0.14257222066091663
599,Willingness to report corruption is increasingly significantly in Kenya.,doc4.txt,79,neutral,0.4713857362175241,0.5286142637824759,0.5949816902105537
600,"The Kenyan media has been courageous in uncovering and reporting on some of the most blatant abuses of the system, and there has been a growing recognition among people and politicians that this is a critical issue.",doc4.txt,80,neutral,0.3597052447790102,0.6402947552209898,0.6697024517982514
601,"Among other things, this recognition resulted in the coalition that came to power in the December elections of 2002.",doc4.txt,81,neutral,0.5534845567510027,0.4465154432489973,0.8357792518074884
602,"This coalition succeeded by promising change, and their early gestures - the dismissal of the shaky judges, the renewed vigor of the investigation into the Goldenberg scandal, the calls for real disclosure of elected officials' personal wealth - were all promising.",doc4.txt,82,neutral,0.3314344154035884,0.6685655845964116,0.837553559751886
603,But elections are not enough.,doc4.txt,83,neg,0.6886459632520163,0.3113540367479837,0.22198742936661764
604,"In a true democracy, it is what happens between elections that is the true measure of how a government treats its people.",doc4.txt,84,pos,0.16046701904785032,0.8395329809521497,0.42387967799130494
605,"Today, we're starting to see that the Kenyan people want more than a simple changing of the guard, more than piecemeal reforms to a crisis that's crippling their country.",doc4.txt,85,pos,0.16934779160898294,0.830652208391017,0.2734601688829493
606,"The Kenyan people are crying out for real change, and whether one voted orange or banana in last year's referendum, the message that many Kenyans seemed to be sending was one of dissatisfaction with the pace of reform, and real frustration with continued tolerance of corruption at high levels.",doc4.txt,86,pos,0.18178793270214144,0.8182120672978586,0.38925635568677186
607,And so we know that there is more work to be done - more reforms to be made.,doc4.txt,87,neg,0.5328274774287105,0.46717252257128944,0.18756868152444925
608,"I don't have all the solutions or think that they'll be easy, but there are a few places that a country truly committed to reform could start.",doc4.txt,88,neg,0.6654196288018954,0.3345803711981045,0.1788461018584864
609,We know that the temptation to take a bribe is greater when you're not making enough on the job.,doc4.txt,89,pos,0.2210971120709646,0.7789028879290354,0.2542085807120696
610,"And we also know that the more people there are on the government payroll, the more likely it is that someone will be encouraged to take a bribe.",doc4.txt,90,pos,0.38818236549488505,0.611817634505115,0.3736481427833353
611,So if the government found ways to downsize the bureaucracy - to cut out the positions that aren't necessary or useful - it could use the extra money to increase the salary of other government officials.,doc4.txt,91,neutral,0.5909076376578526,0.4090923623421474,0.6021070138984851
612,"Of course, the best way to reduce bureaucracy and increase pay is to create more private sector jobs.",doc4.txt,92,neutral,0.19591658386023147,0.8040834161397685,0.6393592257280076
613,"And the way to create good jobs is when the rules of a society are transparent - when there's a clear and advertised set of laws and regulations regarding how to start a business, what it takes to own property, how to go about getting a loan - there is less of a chance that some corrupt bureaucrat will make up his own rules that suit only his interests.",doc4.txt,93,neutral,0.4012554651592741,0.5987445348407259,0.7442808991397252
614,Clarifying these rules and focusing resources on building a judicial system that can enforce them and resolve disputes should be a primary goal of any government suffering from corruption.,doc4.txt,94,neutral,0.2475234600977292,0.7524765399022708,0.7987114446616231
615,"In addition, we know that the more information the public is provided, the easier it will be for your Kenyan brothers and sisters out in the villages to evaluate whether they are being treated fairly by their public servants or not.",doc4.txt,95,neutral,0.47725471465145175,0.5227452853485482,0.923517959531872
616,"Wealth declarations do little good if no one can access them, and accountability in government spending is not possible if no one knows how much was available and allocated to a given project in the first place.",doc4.txt,96,neutral,0.671880979474651,0.328119020525349,0.6267818309957626
617,"Finally, ethnic-based tribal politics has to stop.",doc4.txt,97,neutral,0.5505754376792522,0.4494245623207478,0.969590674172247
618,"It is rooted in the bankrupt idea that the goal of politics or business is to funnel as much of the pie as possible to one's family, tribe, or circle with little regard for the public good.",doc4.txt,98,pos,0.49500101288238874,0.5049989871176113,0.2787074837042298
619,It stifles innovation and fractures the fabric of the society.,doc4.txt,99,neutral,0.29471657400314943,0.7052834259968506,0.5235892299797684
620,"Instead of opening businesses and engaging in commerce, people come to rely on patronage and payback as a means of advancing.",doc4.txt,100,neutral,0.3193576861397813,0.6806423138602187,0.5459940709516282
621,"Instead of unifying the country to move forward on solving problems, it divides neighbor from neighbor.",doc4.txt,101,neutral,0.6585699718034808,0.34143002819651924,0.7787330628640564
622,"An accountable, transparent government can break this cycle.",doc4.txt,102,neutral,0.6496904070646814,0.3503095929353186,0.8968133225447742
623,"When people are judged by merit, not connections, then the best and brightest can lead the country, people will work hard, and the entire economy will grow - everyone will benefit and more resources will be available for all, not just select groups.",doc4.txt,103,pos,0.33782878988623444,0.6621712101137656,0.46981534920868445
624,"Of course, in the end, one of the strongest weapons your country has against corruption is the ability of you, the people, to stand up and speak out about the injustices you see.",doc4.txt,104,pos,0.22770321655287606,0.7722967834471239,0.4857219800492156
625,The Kenyan people are the ultimate guardians against abuses.,doc4.txt,105,neutral,0.3853610491255717,0.6146389508744283,0.5149942821650395
626,"The world knows the names of Wangari Maathai and John Githongo, who are fighting against the insidious corruption that has weakened Kenya.",doc4.txt,106,neutral,0.27592806453854957,0.7240719354614504,0.9826963604322948
627,"But there are so many others, some of whom I'm meeting during my visit here - Betty Murungi, Ken Njau, Jane Onyango, Maina Kiai, Milly Odhiombo, and Hussein Khalid.",doc4.txt,107,pos,0.28641937300391085,0.7135806269960892,0.18120060068408003
628,"As well as numerous Kenyan men and women who have refused to pay bribes to get civil servants to perform their duties; the auditors and inspectors general who have done the job before them accurately and fairly, regardless of where the facts have led; the journalists who asked questions and pushed for answers when it may have been more lucrative to look the other way, or whip up a convenient fiction.",doc4.txt,108,neutral,0.40752346563968656,0.5924765343603134,0.8288329262794575
629,"And then there are anonymous Kenyan whistleblowers who show us what is, so that we can all work together to demand what should be.",doc4.txt,109,pos,0.48127531711685956,0.5187246828831404,0.3372606980000789
630,"By rejecting the insulting idea that corruption is somehow a part of Kenyan culture, these heroes reveal the very opposite - they reveal a strength and integrity of character that can build a great country, a great future.",doc4.txt,110,neutral,0.19246274934967966,0.8075372506503203,0.5504898096556713
631,"By focusing on building strong, independent institutions - like an anti-corruption commission with real authority - rather than cults of personality, they make a contribution to their country that will last longer than their own lives.",doc4.txt,111,neutral,0.2521469123544241,0.7478530876455759,0.835044490992234
632,They fight the fight of our time.,doc4.txt,112,neutral,0.41688356421046435,0.5831164357895356,0.96004765564004
633,"Looking out at this crowd of young people, I have faith that you will fight this fight too.",doc4.txt,113,pos,0.2900544876092612,0.7099455123907388,0.21658080590199838
634,"You will decide if your leaders will be held accountable, or if you will look the other way.",doc4.txt,114,pos,0.36072251842734593,0.6392774815726541,0.45953102193896145
635,You will decide if the standards and the rules will be the same for everyone - regardless of ethnicity or of wealth.,doc4.txt,115,pos,0.2814017255466653,0.7185982744533347,0.4070736109886362
636,"And you will determine the direction of this country in the 21st century - whether the hard work of the many is lost to the selfish desires of a few, or whether you build an open, honest, stronger Kenya where everyone rises together.",doc4.txt,116,pos,0.25369237331464345,0.7463076266853566,0.21733156927305305
637,This is the Kenya that so many who came before you envisioned - all those men and women who struggled and sacrificed and fought for the freedom you enjoy today.,doc4.txt,117,neutral,0.27611163411748196,0.723888365882518,0.5558114982846387
638,I know that honoring their memory and making that freedom real may seem like an impossible task - an effort bigger than you can imagine - but sometimes all it takes to move us there is doing what little you can to right the wrongs you see.,doc4.txt,118,pos,0.39189295370860944,0.6081070462913906,0.1512086634632002
639,"As I said at the outset, I did not know my father well - he returned to Kenya from America when I was still young.",doc4.txt,119,neutral,0.5200422008902266,0.47995779910977343,0.7913825225473321
640,Since that time I have known him through stories - those my mother would tell and those I heard from my relatives here in Kenya on my last trip to this country.,doc4.txt,120,neutral,0.6155165523278356,0.38448344767216436,0.7516221840234113
641,I know from these stories that my father was not a perfect man - that he made his share of mistakes and disappointed his share of people in his lifetime.,doc4.txt,121,pos,0.3974042185653429,0.6025957814346571,0.4163305818381544
642,"As our parents' children, we have the opportunity to learn from these mistakes and disappointments.",doc4.txt,122,neutral,0.533730170408217,0.466269829591783,0.8878602724206969
643,We have the opportunity to muster the courage to fulfill the promise of our forefathers and lead our great nations towards a better future.,doc4.txt,123,neutral,0.3454900234828051,0.6545099765171949,0.6596338009215447
644,In today's Kenya - a Kenya already more open and less repressive than in my father's day - it is that courage that will bring the reform so many of you so desperately want and deserve.,doc4.txt,124,pos,0.3914358009699098,0.6085641990300902,0.20457215699630527
645,"I wish all of you luck in finding this courage in the days and months to come, and I want you to know that as your ally, your friend, and your brother, I will be there to help in any way I can.",doc4.txt,125,neutral,0.26045122809678034,0.7395487719032197,0.8707833407443437
646,Thank you.,doc4.txt,126,pos,0.40176463218030245,0.5982353678196975,0.3997851681533713
647,"Throughout American history, there have been moments that call on us to meet the challenges of an uncertain world, and pay whatever price is required to secure our freedom.",doc5.txt,0,neutral,0.18989263532680645,0.8101073646731936,0.8314770526885166
648,"They are the soul-trying times our forbearers spoke of, when the ease of complacency and self-interest must give way to the more difficult task of rendering judgment on what is best for the nation and for posterity, and then acting on that judgment ?",doc5.txt,1,pos,0.18712205394827452,0.8128779460517255,0.4006389917174921
649,making the hard choices and sacrifices necessary to uphold our most deeply held values and ideals.,doc5.txt,2,pos,0.44514504145256717,0.5548549585474328,0.2874109152303186
650,This was true for those who went to Lexington and Concord.,doc5.txt,3,neutral,0.3718936657153016,0.6281063342846984,0.5920418857849342
651,It was true for those who lie buried at Gettysburg.,doc5.txt,4,pos,0.38011010363634923,0.6198898963636508,0.34957455627767375
652,"It was true for those who built democracy’s arsenal to vanquish fascism, and who then built a series of alliances and a world order that would ultimately defeat communism.",doc5.txt,5,neutral,0.3502394594342815,0.6497605405657185,0.7483121954421055
653,"And this has been true for those of us who looked on the rubble and ashes of 9/11, and made a solemn pledge that such an atrocity would never again happen on United States soil; that we would do whatever it took to hunt down those responsible, and use every tool at our disposal ?",doc5.txt,6,pos,0.4997777037703658,0.5002222962296342,0.4617725281715234
